Paper title,Author(s),Date published,Link to paper
RE-Bench: Evaluating frontier AI R&D capabilities of language model agents against human experts,"Hjalmar Wijk, Tao Lin, Joel Becke, Sami Jawhar, Neev Parikh, Thomas Broadley, Lawrence Chan, Michael Chen, Josh Clymer, Jai Dhyani, Elena Ericheva, Katharyn Garcia, Brian Goodrich, Nikola Jurkovic, Megan Kinniment, Aron Lajko, Seraphina Nix, Lucas Sato, William Saunders, Maksym Taran, Ben West, Elizabeth Barnes",Nov 2024,https://arxiv.org/abs/2411.15114
Enhancing Vision-Language Model Safety through Progressive Concept-Bottleneck-Driven Alignment ,"Zhendong Liu, Yuanbi Nie, Yingshui Tan, Jiaheng Liu, Xiangyu Yue, Qiushi Cui, Chongjun Wang, Xiaoyong Zhu, Bo Zheng",Nov 2024,https://arxiv.org/abs/2411.11543
SoK: On the Role and Future of AIGC Watermarking in the Era of Gen-AI,"Kui Ren, Ziqi Yang, Li Lu, Jian Liu, Yiming Li, Jie Wan, Xiaodi Zhao, Xianheng Feng, Shuo Shao",Nov 2024,https://arxiv.org/abs/2411.11478
"Generative Agent Simulations of 1,000 People","Joon Sung Park, Carolyn Q. Zou, Aaron Shaw, Benjamin Mako Hill, Carrie Cai, Meredith Ringel Morris, Robb Willer, Percy Liang, Michael S. Bernstein",Nov 2024,https://arxiv.org/abs/2411.10109
Safety case template for frontier AI: A cyber inability argument,"Arthur Goemans, Marie Davidsen Buhl, Jonas Schuett, Tomek Korbak, Jessica Wang, Benjamin Hilton, Geoffrey Irving",Nov 2024,https://arxiv.org/abs/2411.08088
LongSafetyBench: Long-Context LLMs Struggle with Safety Issues,"Mianqiu Huang, Xiaoran Liu, Shaojun Zhou, Mozhi Zhang, Chenkun Tan, Pengyu Wang, Qipeng Guo, Zhe Xu, Linyang Li, Zhikai Lei, Linlin Li, Qun Liu, Yaqian Zhou, Xipeng Qiu, Xuanjing Huang",Nov 2024,https://arxiv.org/abs/2411.06899
Enhancing Multiple Dimensions of Trustworthiness in LLMs via Sparse Activation Control,"Yuxin Xiao, Chaoqun Wan, Yonggang Zhang, Wenxiao Wang, Binbin Lin, Xiaofei He, Xu Shen, Jieping Ye",Nov 2024,https://arxiv.org/abs/2411.02461
On Targeted Manipulation and Deception when Optimizing LLMs for User Feedback,"Marcus Williams, Micah Carroll, Adhyyan Narang, Constantin Weisser, Brendan Murphy, Anca Dragan",Nov 2024,https://arxiv.org/abs/2411.02306
IDEATOR: Jailbreaking Large Vision-Language Models Using Themselves,"Ruofan Wang, Bo Wang, Xiaosen Wang, Xingjun Ma, Yu-Gang Jiang",Nov 2024,https://arxiv.org/abs/2411.00827
Stealthy Jailbreak Attacks on Large Language Models via Benign Data Mirroring,"Honglin Mu, Han He, Yuxin Zhou, Yunlong Feng, Yang Xu, Libo Qin, Xiaoming Shi, Zeming Liu, Xudong Han, Qi Shi, Qingfu Zhu, Wanxiang Che",Oct 2024,https://arxiv.org/abs/2410.21083
BlueSuffix: Reinforced Blue Teaming for Vision-Language Models Against Jailbreak Attacks ,"Yunhan Zhao, Xiang Zheng, Lin Luo, Yige Li, Xingjun Ma, Yu-Gang Jiang",Oct 2024,https://arxiv.org/abs/2410.20971
Dynamic Guided and Domain Applicable Safeguards for Enhanced Security in Large Language Models,"Weidi Luo, He Cao, Zijing Liu, Yu Wang, Aidan Wong, Bing Feng, Yuan Yao, Yu Li",Oct 2024,https://arxiv.org/abs/2410.17922
Building Altruistic and Moral AI Agent with Brain-inspired Affective Empathy Mechanisms,"Feifei Zhao, Hui Feng, Haibo Tong, Zhengqiang Han, Enmeng Lu, Yinqian Sun, Yi Zeng",Oct 2024,https://arxiv.org/abs/2410.21882
Boosting Jailbreak Transferability for Large Language Models,"Hanqing Liu, Lifeng Zhou, Huanqian Yan",Oct 2024,https://arxiv.org/abs/2410.15645
Enhancing Safety in Reinforcement Learning with Human Feedback via Rectified Policy Optimization,"Xiyue Peng, Hengquan Guo, Jiawei Zhang, Dongqing Zou, Ziyu Shao, Honghao Wei, Xin Liu",Oct 2024,https://arxiv.org/abs/2410.19933
Security of Language Models for Code: A Systematic Literature Review,"Yuchen Chen, Weisong Sun, Chunrong Fang, Zhenpeng Chen, Yifei Ge, Tingxu Han, Quanjun Zhang, Yang Liu, Zhenyu Chen, Baowen Xu",Oct 2024,https://arxiv.org/abs/2410.15631
Should We Really Edit Language Models? On the Evaluation of Edited Language Models ,"Qi Li, Xiang Liu, Zhenheng Tang, Peijie Dong, Zeyu Li, Xinglin Pan, Xiaowen Chu",Oct 2024,https://arxiv.org/abs/2410.18785
Derail Yourself: Multi-turn LLM Jailbreak Attack through Self-discovered Clues,"Qibing Ren, Hao Li, Dongrui Liu, Zhanxu Xie, Xiaoya Lu, Yu Qiao, Lei Sha, Junchi Yan, Lizhuang Ma, Jing Shao",Oct 2024,https://arxiv.org/abs/2410.10700
Embedding an Ethical Mind: Aligning Text-to-Image Synthesis via Lightweight Value Optimization,"Xingqi Wang, Xiaoyuan Yi, Xing Xie, Jia Jia",Oct 2024,https://arxiv.org/abs/2410.12700
You Know What I'm Saying: Jailbreak Attack via Implicit Reference,"Tianyu Wu, Lingrui Mei, Ruibin Yuan, Lujun Li, Wei Xue, Yike Guo",Oct 2024,https://arxiv.org/abs/2410.03857
Cross-Modal Safety Mechanism Transfer in Large Vision-Language Models ,"Shicheng Xu, Liang Pang, Yunchang Zhu, Huawei Shen, Xueqi Cheng",Oct 2024,https://arxiv.org/abs/2410.12662
Chain-of-Jailbreak Attack for Image Generation Models via Editing Step by Step,"Wenxuan Wang, Kuiyi Gao, Zihan Jia, Youliang Yuan, Jen-tse Huang, Qiuzhi Liu, Shuai Wang, Wenxiang Jiao, Zhaopeng Tu",Oct 2024,https://arxiv.org/abs/2410.03869
Regulating under Uncertainty: Governance Options for Generative AI,Florence G'sell,Oct 2024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4918704
Compute North vs. Compute South: The Uneven Possibilities of Compute-based AI Governance Around the Globe,"Vili Lehdonvirta, Boxi Wu, Zoe Hawkins",Oct 2024,https://doi.org/10.1609/aies.v7i1.31683
Catastrophic Cyber Capabilities Benchmark (3CB),"Andrey Anurin, Jonathan Ng, Kibo Schaffer, Jason Schreiber, Esben Kran",Oct 2024,https://cybercapabilities.org/
Sabotage Evaluations for Frontier Models,"Joe Benton, Misha Wagner, Eric Christiansen, Cem Anil, Ethan Perez, Jai Srivastav, Esin Durmus, Deep Ganguli, Shauna Kravec, Buck Shlegeris, Jared Kaplan, Holden Karnofsky, Evan Hubinger, Roger Grosse, Samuel R. Bowman, David Duvenaud",Oct 2024,https://arxiv.org/pdf/2410.21514
Persistent Pre-training Poisoning of LLMs,"Yiming Zhang, Javier Rando, Ivan Evtimov, Jianfeng Chi, Eric Michael Smith, Nicholas Carlini, Florian Tramer, Daphne Ippolito",Oct 2024,https://arxiv.org/pdf/2410.13722
Measuring Progress in Dictionary Learning for Language Model Interpretability with Board Game Models,"Adam Karvonen, Benjamin Wright, Can Rager, Rico Angell, Jannik Brinkmann, Logan Smith, Claudio Mayrink Verdun, David Bau, Samuel Marks",Oct 2024,https://arxiv.org/pdf/2408.00113
SG-Bench: Evaluating LLM Safety Generalization Across Diverse Tasks and Prompt Types ,"Yutao Mou, Shikun Zhang, Wei Ye",Oct 2024,https://arxiv.org/abs/2410.21965
Representation Shattering in Transformers: A Synthetic Study with Knowledge Editing,"Kento Nishi, Maya Okawa, Rahul Ramesh, Mikail Khona, Hidenori Tanaka, Ekdeep Singh Lubana",Oct 2024,https://arxiv.org/abs/2410.17194
NetSafe: Exploring the Topological Safety of Multi-agent Networks,"Miao Yu, Shilong Wang, Guibin Zhang, Junyuan Mao, Chenlong Yin, Qijiong Liu, Qingsong Wen, Kun Wang, Yang Wang",Oct 2024,https://arxiv.org/abs/2410.15686
On the Role of Attention Heads in Large Language Model Safety,"Zhenhong Zhou, Haiyang Yu, Xinghua Zhang, Rongwu Xu, Fei Huang, Kun Wang, Yang Liu, Junfeng Fang, Yongbin Li",Oct 2024,https://arxiv.org/abs/2410.13708
VLFeedback: A Large-Scale AI Feedback Dataset for Large Vision-Language Models Alignment,"Lei Li, Zhihui Xie, Mukai Li, Shunian Chen, Peiyi Wang, Liang Chen, Yazheng Yang, Benyou Wang, Lingpeng Kong, Qi Liu",Oct 2024,https://arxiv.org/abs/2410.09421
Do Unlearning Methods Remove Information from Language Model Weights?,"Aghyad Deeb, Fabien Roger",Oct 2024,https://arxiv.org/abs/2410.08827
Towards Interpreting Visual Information Processing in Vision-Language Models,"Clement Neo, Luke Ong, Philip Torr, Mor Geva, David Krueger, Fazl Barez",Oct 2024,https://arxiv.org/abs/2410.07149
Gradient Routing: Masking Gradients to Localize Computation in Neural Networks,"Alex Cloud, Jacob Goldman-Wetzler, Evžen Wybitul, Joseph Miller, Alexander Matt Turner",Oct 2024,https://arxiv.org/abs/2410.04332
SciSafeEval: A Comprehensive Benchmark for Safety Alignment of Large Language Models in Scientific Tasks,"Tianhao Li, Jingyu Lu, Chuangxin Chu, Tianyu Zeng, Yujia Zheng, Mei Li, Haotian Huang, Bin Wu, Zuoxian Liu, Kai Ma, Xuejing Yuan, Xingkai Wang, Keyan Ding, Huajun Chen, Qiang Zhang",Oct 2024,https://arxiv.org/abs/2410.03769
Hidden in Plain Text: Emergence & Mitigation of Steganographic Collusion in LLMs,"Yohan Mathew, Ollie Matthews, Robert McCarthy, Joan Velja, Christian Schroeder de Witt, Dylan Cope, Nandi Schoots",Oct 2024,https://arxiv.org/abs/2410.03768
Jailbreak Antidote: Runtime Safety-Utility Balance via Sparse Representation Adjustment in Large Language Models,"Guobin Shen, Dongcheng Zhao, Yiting Dong, Xiang He, Yi Zeng",Oct 2024,https://arxiv.org/abs/2410.02298
Moral Alignment for LLM Agents,"Elizaveta Tennant, Stephen Hailes, Mirco Musolesi",Oct 2024,https://arxiv.org/abs/2410.01639
A Survey on the Honesty of Large Language Models,"Siheng Li, Cheng Yang, Taiqiang Wu, Chufan Shi, Yuji Zhang, Xinyu Zhu, Zesen Cheng, Deng Cai, Mo Yu, Lemao Liu, Jie Zhou, Yujiu Yang, Ngai Wong, Xixin Wu, Wai Lam",Sep 2024,https://arxiv.org/abs/2409.18786
Elephant in the Room: Unveiling the Impact of Reward Model Quality in Alignment,"Yan Liu, Xiaoyuan Yi, Xiaokang Chen, Jing Yao, Jingwei Yi, Daoguang Zan, Zheng Liu, Xing Xie, Tsung-Yi Ho",Sep 2024,https://arxiv.org/abs/2409.19024
XTRUST: On the Multilingual Trustworthiness of Large Language Models,"Yahan Li, Yi Wang, Yi Chang, Yuan Wu",Sep 2024,https://arxiv.org/abs/2409.15762
PROMPTFUZZ: Harnessing Fuzzing Techniques for Robust Testing of Prompt Injection in LLMs,"Jiahao Yu, Yangguang Shao, Hanwen Miao, Junzheng Shi, Xinyu Xing",Sep 2024,https://arxiv.org/abs/2409.14729
Measuring Human and AI Values based on Generative Psychometrics with Large Language Models,"Haoran Ye, Yuhang Xie, Yuanyi Ren, Hanjun Fang, Xin Zhang, Guojie Song",Sep 2024,https://arxiv.org/abs/2409.12106
AdaPPA: Adaptive Position Pre-Fill Jailbreak Attack Approach Targeting LLMs,"Lijia Lv, Weigang Zhang, Xuehai Tang, Jie Wen, Feng Liu, Jizhong Han, Songlin Hu",Sep 2024,https://arxiv.org/abs/2409.07503
Existential risk narratives about AI do not distract from its immediate harms,"Emma Hoes, Fabrizio Gilardi ",Sep 2024,https://doi.org/10.1073/pnas.2419055122
Extracting Paragraphs from LLM Token Activations,"Nicholas Pochinkov, Angelo Benoit, Lovkush Agarwal, Zainab Ali Majid, Lucile Ter-Minassian",Sep 2024,https://arxiv.org/pdf/2409.06328
Antidistillation Sampling,"Yash Savani, Asher Trockman, Zhili Feng, Avi Schwarzschild, Alexander Robey, Marc Finzi, J. Zico Kolter",Sep 2024,https://arxiv.org/abs/2504.13146
A Certified Robust Watermark For Large Language Models,"Xianheng Feng, Jian Liu, Kui Ren, Chun Chen",Sep 2024,https://arxiv.org/abs/2409.19708
Holistic Automated Red Teaming for Large Language Models through Top-Down Test Case Generation and Multi-turn Interaction,"Jinchuan Zhang, Yan Zhou, Yaxin Liu, Ziming Li, Songlin Hu",Sep 2024,https://arxiv.org/abs/2409.16783
Language Models Learn to Mislead Humans via RLHF,"Jiaxin Wen, Ruiqi Zhong, Akbir Khan, Ethan Perez, Jacob Steinhardt, Minlie Huang, Samuel R. Bowman, He He, Shi Feng",Sep 2024,https://arxiv.org/abs/2409.12822
Zero-resource Hallucination Detection for Text Generation via Graph-based Contextual Knowledge Triples Modeling,"Xinyue Fang, Zhen Huang, Zhiliang Tian, Minghui Fang, Ziyi Pan, Quntian Fang, Zhihua Wen, Hengyue Pan, Dongsheng Li",Sep 2024,https://arxiv.org/abs/2409.11283
PersonaMark: Personalized LLM watermarking for model protection and user attribution,"Yuehan Zhang, Peizhuo Lv, Yinpeng Liu, Yongqiang Ma, Wei Lu, Xiaofeng Wang, Xiaozhong Liu, Jiawei Liu",Sep 2024,https://arxiv.org/abs/2409.09739
WaterSeeker: Pioneering Efficient Detection of Watermarked Segments in Large Documents,"Leyi Pan, Aiwei Liu, Yijian Lu, Zitian Gao, Yichen Di, Shiyu Huang, Lijie Wen, Irwin King, Philip S. Yu",Sep 2024,https://arxiv.org/abs/2409.05112
Recent Advances in Attack and Defense Approaches of Large Language Models,"Jing Cui, Yishi Xu, Zhewei Huang, Shuchang Zhou, Jianbin Jiao, Junge Zhang",Sep 2024,https://arxiv.org/abs/2409.03274
LLM-GAN: Construct Generative Adversarial Network Through Large Language Models For Explainable Fake News Detection,"Yifeng Wang, Zhouhong Gu, Siwei Zhang, Suhang Zheng, Tao Wang, Tianyu Li, Hongwei Feng, Yanghua Xiao",Sep 2024,https://arxiv.org/abs/2409.01787
Detecting AI Flaws: Target-Driven Attacks on Internal Faults in Language Models,"Yuhao Du, Zhuo Li, Pengyu Cheng, Xiang Wan, Anningzhe Gao",Aug 2024,https://arxiv.org/abs/2408.14853
BackdoorLLM: A Comprehensive Benchmark for Backdoor Attacks on Large Language Models,"Yige Li, Hanxun Huang, Yunhan Zhao, Xingjun Ma, Jun Sun",Aug 2024,https://arxiv.org/abs/2408.12798
Efficient Detection of Toxic Prompts in Large Language Models,"Yi Liu, Junzhe Yu, Huijia Sun, Ling Shi, Gelei Deng, Yuqi Chen, Yang Liu",Aug 2024,https://arxiv.org/abs/2408.11727
Unlocking Adversarial Suffix Optimization Without Affirmative Phrases: Efficient Black-box Jailbreaking via LLM as Optimizer,"Weipeng Jiang, Zhenting Wang, Juan Zhai, Shiqing Ma, Zhengyu Zhao, Chao Shen",Aug 2024,https://arxiv.org/abs/2408.11313
Perception-guided Jailbreak against Text-to-Image Models,"Yihao Huang, Le Liang, Tianlin Li, Xiaojun Jia, Run Wang, Weikai Miao, Geguang Pu, Yang Liu",Aug 2024,https://arxiv.org/abs/2408.10848
MEGen: Generative Backdoor in Large Language Models via Model Editing,"Jiyang Qiu, Xinbei Ma, Zhuosheng Zhang, Hai Zhao",Aug 2024,https://arxiv.org/abs/2408.10722
Probing the Safety Response Boundary of Large Language Models via Unsafe Decoding Path Generation,"Haoyu Wang, Bingzhe Wu, Yatao Bian, Yongzhe Chang, Xueqian Wang, Peilin Zhao",Aug 2024,https://arxiv.org/abs/2408.10668
EnJa: Ensemble Jailbreak on Large Language Models,"Jiahao Zhang, Zilong Wang, Ruofan Wang, Xingjun Ma, Yu-Gang Jiang",Aug 2024,https://arxiv.org/abs/2408.03603
Personality Alignment of Large Language Models,"Minjun Zhu, Linyi Yang, Yue Zhang",Aug 2024,https://arxiv.org/abs/2408.11779
Why Are My Prompts Leaked? Unraveling Prompt Extraction Threats in Customized Large Language Models,"Zi Liang, Haibo Hu, Qingqing Ye, Yaxin Xiao, Haoyang Li",Aug 2024,https://arxiv.org/abs/2408.02416
SEAS: Self-Evolving Adversarial Safety Optimization for Large Language Models,"Muxi Diao, Rumei Li, Shiyang Liu, Guogang Liao, Jingang Wang, Xunliang Cai, Weiran Xu",Aug 2024,https://arxiv.org/abs/2408.02632
Mitigating Multilingual Hallucination in Large Vision-Language Models,"Xiaoye Qu, Mingyang Song, Wei Wei, Jianfeng Dong, Yu Cheng",Aug 2024,https://arxiv.org/abs/2408.00550
Safety cases at AISI,Geoffrey Irving,Aug 2024,https://www.aisi.gov.uk/work/safety-cases-at-aisi
Latent Adversarial Training Improves Robustness to Persistent Harmful Behaviors in LLMs,"Abhay Sheshadri, Aidan Ewart, Phillip Guo, Aengus Lynch, Cindy Wu, Vivek Hebbar, Henry Sleight, Asa Cooper Stickland, Ethan Perez, Dylan Hadfield-Menell, Stephen Casper",Aug 2024,https://arxiv.org/pdf/2407.15549
Safety Layers of Aligned Large Language Models: The Key to LLM Security,"Shen Li, Liuyi Yao, Lan Zhang, Yaliang Li",Aug 2024,https://arxiv.org/abs/2408.17003
Investigating Coverage Criteria in Large Language Models: An In-Depth Study Through Jailbreak Attacks,"Shide Zhou, Tianlin Li, Kailong Wang, Yihao Huang, Ling Shi, Yang Liu, Haoyu Wang",Aug 2024,https://arxiv.org/abs/2408.15207
"The Future of Work: Inequality, Artificial Intelligence, and What Can Be Done About It. A Literature Review",Caleb Peppiatt,Aug 2024,https://arxiv.org/abs/2408.13300
The AI Scientist: Towards Fully Automated Open-Ended Scientific Discovery,"Chris Lu, Cong Lu, Robert Tjarko Lange, Jakob Foerster, Jeff Clune, David Ha",Aug 2024,https://arxiv.org/abs/2408.06292
Ensemble everything everywhere: Multi-scale aggregation for adversarial robustness,"Stanislav Fort, Balaji Lakshminarayanan",Aug 2024,https://arxiv.org/abs/2408.05446
EARBench: Towards Evaluating Physical Risk Awareness for Task Planning of Foundation Model-based Embodied AI Agents,"Zihao Zhu, Bingzhe Wu, Zhengyou Zhang, Lei Han, Qingshan Liu, Baoyuan Wu",Aug 2024,https://arxiv.org/abs/2408.04449
Jailbreaking Text-to-Image Models with LLM-Based Agents,"Yingkai Dong, Zheng Li, Xiangtao Meng, Ning Yu, Shanqing Guo",Aug 2024,https://arxiv.org/abs/2408.00523
On the Limitations and Prospects of Machine Unlearning for Generative AI,"Shiji Zhou, Lianzhe Wang, Jiangnan Ye, Yongliang Wu, Heng Chang",Aug 2024,https://arxiv.org/abs/2408.00376
Prover-Verifier Games improve legibility of LLM outputs,"Jan Hendrik Kirchner, Yining Chen, Harri Edwards, Jan Leike, Nat McAleese, Yuri Burda",Aug 2024,https://arxiv.org/abs/2407.13692
Vulnerabilities in AI-generated Image Detection: The Challenge of Adversarial Attacks,"Yunfeng Diao, Naixin Zhai, Changtao Miao, Xun Yang, Meng Wang",Jul 2024,https://arxiv.org/abs/2407.20836
The Dark Side of Function Calling: Pathways to Jailbreaking Large Language Models,"Zihui Wu, Haichang Gao, Jianping He, Ping Wang",Jul 2024,https://arxiv.org/abs/2407.17915
RedAgent: Red Teaming Large Language Models with Context-aware Autonomous Language Agent,"Huiyu Xu, Wenhui Zhang, Zhibo Wang, Feng Xiao, Rui Zheng, Yunhe Feng, Zhongjie Ba, Kui Ren",Jul 2024,https://arxiv.org/abs/2407.16667
Arondight: Red Teaming Large Vision Language Models with Auto-generated Multi-modal Jailbreak Prompts,"Yi Liu, Chengjun Cai, Xiaoli Zhang, Xingliang Yuan, Cong Wang",Jul 2024,https://arxiv.org/abs/2407.15050
BadRobot: Manipulating Embodied LLMs in the Physical World,"Hangtao Zhang, Chenyu Zhu, Xianlong Wang, Ziqi Zhou, Changgan Yin, Minghui Li, Lulu Xue, Yichen Wang, Shengshan Hu, Aishan Liu, Peijin Guo, Leo Yu Zhang",Jul 2024,https://arxiv.org/abs/2407.20242
Refuse Whenever You Feel Unsafe: Improving Safety in LLMs via Decoupled Refusal Training,"Youliang Yuan, Wenxiang Jiao, Wenxuan Wang, Jen-tse Huang, Jiahao Xu, Tian Liang, Pinjia He, Zhaopeng Tu",Jul 2024,https://arxiv.org/abs/2407.09121
Course-Correction: Safety Alignment Using Synthetic Preferences,"Rongwu Xu, Yishuo Cai, Zhenhong Zhou, Renjie Gu, Haiqin Weng, Yan Liu, Tianwei Zhang, Wei Xu, Han Qiu",Jul 2024,https://arxiv.org/abs/2407.16637
"A Survey of Attacks on Large Vision-Language Models: Resources, Advances, and Future Trends","Daizong Liu, Mingyu Yang, Xiaoye Qu, Pan Zhou, Yu Cheng, Wei Hu",Jul 2024,https://arxiv.org/abs/2407.07403
The Better Angels of Machine Personality: How Personality Relates to LLM Safety,"Jie Zhang, Dongrui Liu, Chen Qian, Ziyue Gan, Yong Liu, Yu Qiao, Jing Shao",Jul 2024,https://arxiv.org/abs/2407.12344
Jailbreak Attacks and Defenses Against Large Language Models: A Survey,"Sibo Yi, Yule Liu, Zhen Sun, Tianshuo Cong, Xinlei He, Jiaxing Song, Ke Xu, Qi Li",Jul 2024,https://arxiv.org/abs/2407.04295
Towards Robust Alignment of Language Models: Distributionally Robustifying Direct Preference Optimization,"Junkang Wu, Yuexiang Xie, Zhengyi Yang, Jiancan Wu, Jiawei Chen, Jinyang Gao, Bolin Ding, Xiang Wang, Xiangnan He",Jul 2024,https://arxiv.org/abs/2407.07880
Safe Unlearning: A Surprisingly Effective and Generalizable Solution to Defend Against Jailbreak Attacks,"Zhexin Zhang, Junxiao Yang, Pei Ke, Shiyao Cui, Chujie Zheng, Hongning Wang, Minlie Huang",Jul 2024,https://arxiv.org/abs/2407.02855
AdaptiveBackdoor: Backdoored Language Model Agents that Detect Human Overseers,"Heng Wang, Ruiqi Zhong, Jiaxin Wen, Jacob Steinhardt",Jul 2024,https://openreview.net/forum?id=RredrFZ4tQ
Badllama 3: removing safety finetuning from Llama 3 in minutes,Dmitrii Volkov,Jul 2024,https://arxiv.org/pdf/2407.01376
Safetywashing: Do AI Safety Benchmarks Actually Measure Safety Progress?,"Richard Ren, Steven Basart, Adam Khoja, Alice Gatti, Long Phan, Xuwang Yin, Mantas Mazeika, Alexander Pan, Gabriel Mukobi, Ryan H. Kim, Stephen Fitz, Dan Hendrycks",Jul 2024,https://arxiv.org/abs/2407.21792
The Shadow of Fraud: The Emerging Danger of AI-powered Social Engineering and its Possible Cure,"Jingru Yu, Yi Yu, Xuhong Wang, Yilun Lin, Manzhi Yang, Yu Qiao, Fei-Yue Wang",Jul 2024,https://arxiv.org/abs/2407.15912
Safe-SD: Safe and Traceable Stable Diffusion with Text Prompt Trigger for Invisible Generative Watermarking,"Zhiyuan Ma, Guoli Jia, Biqing Qi, Bowen Zhou",Jul 2024,https://arxiv.org/abs/2407.13188
Flooding Spread of Manipulated Knowledge in LLM-Based Multi-Agent Communities,"Tianjie Ju, Yiting Wang, Xinbei Ma, Pengzhou Cheng, Haodong Zhao, Yulong Wang, Lifeng Liu, Jian Xie, Zhuosheng Zhang, Gongshen Liu",Jul 2024,https://arxiv.org/abs/2407.07791
E2CFD : Towards Effective and Efficient Cost Function Design for Safe Reinforcement Learning via Large Language Model,"Zepeng Wang, Chao Ma, Linjiang Zhou, Libing Wu, Lei Yang, Xiaochuan Shi, Guojun Peng",Jul 2024,https://arxiv.org/abs/2407.05580
"Me, Myself, and AI: The Situational Awareness Dataset (SAD) for LLMs","Rudolf Laine, Bilal Chughtai, Jan Betley, Kaivalya Hariharan, Jeremy Scheurer, Mikita Balesni, Marius Hobbhahn, Alexander Meinke, Owain Evans",Jul 2024,https://arxiv.org/abs/2407.04694
On scalable oversight with weak LLMs judging strong LLMs,"Zachary Kenton, Noah Y. Siegel, János Kramár, Jonah Brown-Cohen, Samuel Albanie, Jannis Bulian, Rishabh Agarwal, David Lindner, Yunhao Tang, Noah D. Goodman, Rohin Shah",Jul 2024,https://arxiv.org/abs/2407.04622
Future Events as Backdoor Triggers: Investigating Temporal Vulnerabilities in LLMs,"Sara Price, Arjun Panickssery, Sam Bowman, Asa Cooper Stickland",Jul 2024,https://arxiv.org/abs/2407.04108
SoP: Unlock the Power of Social Facilitation for Automatic Jailbreak Attack,"Yan Yang, Zeguan Xiao, Xin Lu, Hongru Wang, Hailiang Huang, Guanhua Chen, Yun Chen",Jul 2024,https://arxiv.org/abs/2407.01902
Human-like object concept representations emerge naturally in multimodal large language models,"Changde Du, Kaicheng Fu, Bincheng Wen, Yi Sun, Jie Peng, Wei Wei, Ying Gao, Shengpei Wang, Chuncheng Zhang, Jinpeng Li, Shuang Qiu, Le Chang, Huiguang He",Jul 2024,https://arxiv.org/abs/2407.01067
ProgressGym: Alignment with a Millennium of Moral Progress,"Tianyi Qiu, Yang Zhang, Xuchuan Huang, Jasmine Xinze Li, Jiaming Ji, Yaodong Yang",Jun 2024,https://arxiv.org/abs/2406.20087
Cross-Modality Safety Alignment,"Siyin Wang, Xingsong Ye, Qinyuan Cheng, Junwen Duan, Shimin Li, Jinlan Fu, Xipeng Qiu, Xuanjing Huang",Jun 2024,https://arxiv.org/abs/2406.15279
SafeSora: Towards Safety Alignment of Text2Video Generation via a Human Preference Dataset,"Josef Dai, Tianle Chen, Xuyao Wang, Ziran Yang, Taiye Chen, Jiaming Ji, Yaodong Yang",Jun 2024,https://arxiv.org/abs/2406.14477
Poisoned LangChain: Jailbreak LLMs by LangChain,"Ziqiu Wang, Jun Liu, Shengkai Zhang, Yang Yang",Jun 2024,https://arxiv.org/abs/2406.18122
PKU-SafeRLHF: A Safety Alignment Preference Dataset for Llama Family Models,"Jiaming Ji, Donghai Hong, Borong Zhang, Boyuan Chen, Josef Dai, Boren Zheng, Tianyi Qiu, Boxun Li, Yaodong Yang",Jun 2024,https://arxiv.org/abs/2406.15513
Jailbreaking as a Reward Misspecification Problem,"Zhihui Xie, Jiahui Gao, Lei Li, Zhenguo Li, Qi Liu, Lingpeng Kong",Jun 2024,https://arxiv.org/abs/2406.14393
Super(ficial)-alignment: Strong Models May Deceive Weak Models in Weak-to-Strong Generalization,"Wenkai Yang, Shiqi Shen, Guangyao Shen, Wei Yao, Yong Liu, Zhi Gong, Yankai Lin, Ji-Rong Wen",Jun 2024,https://arxiv.org/abs/2406.11431
Knowledge-to-Jailbreak: One Knowledge Point Worth One Attack,"Shangqing Tu, Zhuoran Pan, Wenxuan Wang, Zhexin Zhang, Yuliang Sun, Jifan Yu, Hongning Wang, Lei Hou, Juanzi Li",Jun 2024,https://arxiv.org/abs/2406.11682
How Far Can In-Context Alignment Go? Exploring the State of In-Context Alignment,"Heyan Huang, Yinghao Li, Huashan Sun, Yu Bai, Yang Gao",Jun 2024,https://arxiv.org/abs/2406.11474
Aligning Large Language Models from Self-Reference AI Feedback with one General Principle,"Rong Bao, Rui Zheng, Shihan Dou, Xiao Wang, Enyu Zhou, Bo Wang, Qi Zhang, Liang Ding, Dacheng Tao",Jun 2024,https://arxiv.org/abs/2406.11190
Emerging Safety Attack and Defense in Federated Instruction Tuning of Large Language Models,"Rui Ye, Jingyi Chai, Xiangrui Liu, Yaodong Yang, Yanfeng Wang, Siheng Chen",Jun 2024,https://arxiv.org/abs/2406.10630
SPA-VL: A Comprehensive Safety Preference Alignment Dataset for Vision Language Model,"Yongting Zhang, Lu Chen, Guodong Zheng, Yifeng Gao, Rui Zheng, Jinlan Fu, Zhenfei Yin, Senjie Jin, Yu Qiao, Xuanjing Huang, Feng Zhao, Tao Gui, Jing Shao",Jun 2024,https://arxiv.org/abs/2406.12030
JailbreakEval: An Integrated Toolkit for Evaluating Jailbreak Attempts Against Large Language Models,"Delong Ran, Jinyuan Liu, Yichen Gong, Jingyi Zheng, Xinlei He, Tianshuo Cong, Anyu Wang",Jun 2024,https://arxiv.org/abs/2406.09321
